DateKey,PlantKey,GrossGenerationMWh,NetGenerationMWh,EnergyExportedMWh,AvailabilityPct,CapacityFactorPct,CurtailmentPct,PlannedDowntimeHours,ForcedDowntimeHours,Scope1EmissionsTonnesCO2e,CO2AvoidedTonnes,IsSynthetic
20240623,6,241.84,238.212,237.021,97.468,20.677,0.0,0.0,0.0,0.0,177.766,1
20240624,6,192.946,186.298,185.366,97.377,16.512,1.975,0.0,0.0,0.0,139.025,1
20240625,6,230.573,223.698,222.58,98.251,19.557,1.504,0.0,0.0,0.0,166.935,1
20240626,6,212.943,204.481,203.458,97.798,18.145,2.512,0.0,0.0,0.0,152.594,1
20240627,6,242.305,231.725,230.566,97.948,20.615,2.91,0.0,0.0,0.0,172.925,1
20240628,6,236.213,228.44,227.298,97.026,20.288,1.818,0.0,0.0,0.0,170.473,1
20240629,6,227.947,221.926,220.816,96.468,19.691,1.159,0.0,0.0,0.0,165.612,1
20240630,6,226.947,222.794,221.68,98.175,19.264,0.335,0.0,0.0,0.0,166.26,1
20240701,6,213.753,207.764,206.725,98.828,18.024,1.322,0.0,0.0,0.0,155.044,1
20240702,6,192.861,185.392,184.465,99.547,16.145,2.409,0.0,0.0,0.0,138.349,1
20240703,6,260.639,254.705,253.432,97.802,22.208,0.789,0.0,0.0,0.0,190.074,1
20240704,6,190.64,187.78,186.841,97.822,16.24,0.0,0.0,0.0,0.0,140.131,1
20240705,6,249.141,245.243,244.017,97.036,21.396,0.066,0.0,0.0,0.0,183.013,1
20240706,6,270.236,255.246,253.97,99.222,22.696,4.109,0.0,0.0,0.0,190.477,1
20240707,6,248.691,240.311,239.109,97.857,21.178,1.898,0.0,0.0,0.0,179.332,1
20240708,6,198.789,192.684,191.72,94.988,17.44,1.595,0.0,0.0,0.0,143.79,1
20240709,6,195.021,187.636,186.697,98.491,16.501,2.322,0.0,0.0,0.0,140.023,1
20240710,6,212.805,206.715,205.681,96.054,18.462,1.382,0.0,0.0,0.0,154.261,1
20240711,6,258.161,251.566,250.308,97.625,22.037,1.071,0.0,0.0,0.0,187.731,1
20240712,6,247.27,241.264,240.058,99.585,20.692,0.943,0.0,0.0,0.0,180.043,1
20240713,6,202.972,192.707,191.744,95.541,17.704,3.611,0.0,0.0,0.0,143.808,1
20240714,6,234.186,228.285,227.144,97.357,20.045,1.035,0.0,0.0,0.0,170.358,1
20240715,6,268.967,257.602,256.314,97.284,23.04,2.767,0.0,0.0,0.0,192.235,1
20240716,6,254.635,250.776,249.522,97.502,21.763,0.016,0.0,0.0,0.0,187.141,1
20240717,6,223.159,210.942,209.887,97.493,19.075,4.035,0.0,0.0,0.0,157.415,1
20240718,6,172.866,168.454,167.612,95.674,15.057,1.069,0.0,0.0,0.0,125.709,1
20240719,6,191.024,181.388,180.481,97.132,16.389,3.599,0.0,0.0,0.0,135.361,1
20240720,6,217.473,213.801,212.732,97.76,18.538,0.191,0.0,0.0,0.0,159.549,1
20240721,6,219.025,215.739,214.661,98.006,18.623,0.0,0.0,0.0,0.0,160.996,1
20240722,6,249.025,240.662,239.459,98.213,21.13,1.887,0.0,0.0,0.0,179.594,1
20240723,6,227.821,224.404,223.282,98.22,19.329,0.0,0.0,0.0,0.0,167.462,1
20240724,6,239.581,229.844,228.695,98.05,20.362,2.603,0.0,0.0,0.0,171.521,1
20240725,6,218.867,215.584,214.506,95.721,19.054,0.0,0.0,0.0,0.0,160.879,1
20240726,6,270.434,264.306,262.984,99.073,22.747,0.778,0.0,0.0,0.0,197.238,1
20240727,6,197.6,194.234,193.263,93.483,17.615,0.207,0.0,0.0,0.0,144.947,1
20240728,6,219.279,215.989,214.909,96.668,18.903,0.0,0.566,0.0,0.0,161.182,1
20240729,6,262.665,252.729,251.465,98.6,22.2,2.317,0.692,0.0,0.0,188.599,1
20240730,6,226.902,218.84,217.746,98.41,19.214,2.084,0.0,0.0,0.0,163.309,1
20240731,6,229.506,221.116,220.01,99.383,19.244,2.189,0.0,0.0,0.0,165.007,1
20240801,6,204.504,197.117,196.132,97.581,17.464,2.144,0.0,0.0,0.0,147.099,1
20240802,6,213.725,210.233,209.182,96.629,18.432,0.136,0.0,0.0,0.0,156.887,1
20240803,6,251.52,245.983,244.753,97.663,21.462,0.712,0.0,0.0,0.0,183.565,1
20240804,6,188.228,185.404,184.477,93.739,16.733,0.0,0.0,0.0,0.0,138.358,1
20240805,6,245.644,233.09,231.924,98.709,20.738,3.666,0.0,0.0,0.0,173.943,1
20240806,6,263.9,256.996,255.711,99.287,22.15,1.133,0.0,0.0,0.0,191.783,1
20240807,6,234.21,227.278,226.141,95.614,20.413,1.482,0.0,0.0,0.0,169.606,1
20240808,6,228.702,224.433,223.311,96.521,19.745,0.372,0.0,0.0,0.0,167.483,1
20240809,6,250.954,246.534,245.301,98.893,21.147,0.265,0.0,0.0,0.0,183.976,1
20240810,6,225.868,219.081,217.985,97.716,19.262,1.528,0.0,0.0,0.0,163.489,1
20240811,6,206.709,202.923,201.909,98.082,17.563,0.337,0.0,0.0,0.0,151.432,1
20240812,6,246.776,243.074,241.859,95.524,21.528,0.0,0.0,0.0,0.0,181.394,1
20240813,6,225.242,217.973,216.883,97.832,19.186,1.754,0.0,0.0,0.0,162.662,1
20240814,6,196.057,190.261,189.31,100.0,16.338,1.478,0.0,0.0,0.0,141.982,1
20240815,6,249.871,239.49,238.293,98.967,21.04,2.695,0.0,0.0,0.0,178.72,1
20240816,6,230.658,223.057,221.942,97.322,19.75,1.823,0.0,0.0,0.0,166.456,1
20240817,6,264.044,253.825,252.556,98.593,22.318,2.406,0.0,0.0,0.0,189.417,1
20240818,6,230.198,225.17,224.044,100.0,19.183,0.695,0.0,0.0,0.0,168.033,1
20240819,6,215.196,209.445,208.398,96.953,18.497,1.19,0.0,0.0,0.0,156.298,1
20240820,6,227.703,223.865,222.745,94.032,20.18,0.188,0.0,0.0,0.0,167.059,1
20240821,6,234.792,230.696,229.542,99.606,19.643,0.248,0.0,0.0,0.0,172.157,1
20240822,6,282.709,274.102,272.731,99.799,23.607,1.568,0.0,0.0,0.0,204.549,1
20240823,6,245.608,240.877,239.673,97.538,20.984,0.432,0.0,0.0,0.0,179.755,1
20240824,6,214.306,207.571,206.534,99.549,17.94,1.668,0.095,0.0,0.0,154.9,1
20240825,6,297.266,287.002,285.567,98.809,25.071,1.983,0.191,0.424,0.0,214.175,1
20240826,6,220.034,208.787,207.743,98.181,18.676,3.667,0.0,0.0,0.0,155.807,1
20240827,6,218.085,212.933,211.869,98.044,18.536,0.875,0.0,0.0,0.0,158.902,1
20240828,6,253.416,247.736,246.497,98.307,21.482,0.753,0.0,0.0,0.0,184.873,1
20240829,6,207.582,201.365,200.358,96.923,17.848,1.518,0.0,0.0,0.0,150.269,1
20240830,6,259.066,254.343,253.072,99.415,21.716,0.328,0.0,0.0,0.0,189.804,1
20240831,6,238.038,232.559,231.397,96.779,20.497,0.814,0.0,0.0,0.0,173.547,1
20240901,6,199.027,191.778,190.819,98.392,16.857,2.175,0.0,0.0,0.0,143.114,1
20240902,6,266.221,261.144,259.838,98.55,22.512,0.413,0.0,0.0,0.0,194.879,1
20240903,6,239.088,235.502,234.324,97.605,20.413,0.0,0.0,0.0,0.0,175.743,1
20240904,6,253.546,248.796,247.552,98.859,21.373,0.379,0.0,0.0,0.0,185.664,1
20240905,6,224.154,216.407,215.325,98.167,19.028,1.986,0.0,0.0,0.0,161.494,1
20240906,6,272.487,267.923,266.584,97.583,23.27,0.177,0.0,0.0,0.0,199.938,1
20240907,6,248.567,237.938,236.748,95.179,21.763,2.819,0.0,0.0,0.0,177.561,1
20240908,6,237.772,228.175,227.034,94.716,20.92,2.575,0.0,0.0,0.0,170.276,1
20240909,6,297.861,292.304,290.842,97.196,25.538,0.371,0.251,0.0,0.0,218.132,1
20240910,6,292.824,281.257,279.851,97.302,25.079,2.487,0.0,0.0,0.0,209.888,1
20240911,6,201.263,194.502,193.529,97.882,17.135,1.888,0.0,0.0,0.0,145.147,1
20240912,6,289.355,275.477,274.1,99.46,24.244,3.346,0.0,0.0,0.0,205.575,1
20240913,6,221.643,215.66,214.582,98.365,18.777,1.218,0.0,0.0,0.0,160.937,1
20240914,6,259.401,252.989,251.724,97.973,22.064,0.987,0.0,0.0,0.0,188.793,1
20240915,6,230.192,221.445,220.338,96.791,19.819,2.335,0.0,0.0,0.0,165.253,1
20240916,6,269.567,258.718,257.424,99.215,22.642,2.563,0.0,0.0,0.0,193.068,1
20240917,6,257.344,253.484,252.217,97.196,22.064,0.0,0.0,0.0,0.0,189.163,1
20240918,6,289.264,280.421,279.019,96.884,24.881,1.581,0.0,0.0,0.0,209.264,1
20240919,6,244.151,238.445,237.252,94.537,21.522,0.85,0.0,0.0,0.0,177.939,1
20240920,6,283.538,276.77,275.386,96.705,24.433,0.901,0.0,0.0,0.0,206.539,1
20240921,6,252.721,243.354,242.138,99.412,21.185,2.24,0.0,0.0,0.0,181.603,1
20240922,6,233.105,224.449,223.327,100.0,19.425,2.247,0.0,0.0,0.0,167.495,1
20240923,6,254.257,250.403,249.151,96.781,21.893,0.016,0.0,0.0,0.0,186.863,1
20240924,6,234.844,229.107,227.961,99.726,19.624,0.957,0.0,0.0,0.0,170.971,1
20240925,6,263.452,257.226,255.94,99.646,22.032,0.876,0.0,0.0,0.0,191.955,1
20240926,6,247.021,238.319,237.127,96.495,21.333,2.054,0.0,0.0,0.0,177.845,1
20240927,6,258.486,247.596,246.358,98.972,21.764,2.754,0.0,0.0,0.0,184.769,1
20240928,6,328.896,322.508,320.895,99.017,27.68,0.449,0.0,0.0,0.0,240.671,1
20240929,6,254.841,250.904,249.65,97.404,21.803,0.046,0.0,0.0,0.0,187.237,1
20240930,6,275.844,263.984,262.664,98.576,23.319,2.842,0.0,0.0,0.0,196.998,1
20241001,6,301.2,289.774,288.325,98.03,25.604,2.328,0.701,0.0,0.0,216.244,1
20241002,6,325.09,317.514,315.927,98.753,27.433,0.843,0.0,0.0,0.0,236.945,1
20241003,6,290.432,283.767,282.348,98.167,24.655,0.807,0.0,0.0,0.0,211.761,1
20241004,6,244.014,237.406,236.219,99.271,20.484,1.227,0.0,0.0,0.0,177.164,1
20241005,6,242.638,237.529,236.341,96.862,20.875,0.615,0.0,0.0,0.0,177.256,1
20241006,6,249.164,245.117,243.891,96.424,21.534,0.126,0.0,0.0,0.0,182.918,1
20241007,6,290.072,279.97,278.57,97.801,24.716,2.013,0.0,0.0,0.0,208.927,1
20241008,6,289.7,282.031,280.62,98.611,24.482,1.165,0.0,0.0,0.0,210.465,1
20241009,6,250.158,240.743,239.539,98.758,21.109,2.298,0.0,0.0,0.0,179.654,1
20241010,6,263.72,259.764,258.465,99.37,22.116,0.0,0.0,0.0,0.0,193.849,1
20241011,6,292.625,288.236,286.795,98.141,24.847,0.0,0.0,0.0,0.0,215.096,1
20241012,6,267.959,263.94,262.62,97.171,22.98,0.0,0.0,0.0,0.0,196.965,1
20241013,6,295.909,286.467,285.035,97.131,25.387,1.716,0.0,0.0,0.0,213.776,1
20241014,6,267.09,258.026,256.736,95.065,23.413,1.922,0.0,0.0,0.0,192.552,1
20241015,6,266.514,256.709,255.425,95.315,23.301,2.212,0.0,0.0,0.0,191.569,1
20241016,6,266.998,255.445,254.168,94.973,23.427,2.87,0.0,0.0,0.0,190.626,1
20241017,6,283.406,277.966,276.577,97.432,24.24,0.426,0.0,0.0,0.0,207.432,1
20241018,6,277.001,266.158,264.827,96.119,24.015,2.451,0.0,0.0,0.0,198.62,1
20241019,6,300.498,294.075,292.604,99.828,25.085,0.647,0.0,0.0,0.0,219.453,1
20241020,6,351.723,343.47,341.753,100.0,29.31,0.859,0.0,0.0,0.0,256.315,1
20241021,6,272.548,268.269,266.928,98.287,23.108,0.071,0.0,0.0,0.0,200.196,1
20241022,6,298.712,288.789,287.345,99.503,25.017,1.85,0.0,0.0,0.0,215.509,1
20241023,6,244.778,237.039,235.854,96.242,21.195,1.687,0.0,0.0,0.0,176.89,1
20241024,6,304.885,299.223,297.727,97.459,26.07,0.363,0.0,0.0,0.0,223.295,1
20241025,6,302.123,290.261,288.809,97.332,25.867,2.463,0.0,0.0,0.0,216.607,1
20241026,6,336.646,316.388,314.806,98.987,28.341,4.587,0.0,0.0,0.0,236.104,1
20241027,6,266.949,261.399,260.092,98.822,22.511,0.588,0.161,0.0,0.0,195.069,1
20241028,6,307.33,297.214,295.728,97.975,26.14,1.819,0.0,0.0,0.0,221.796,1
20241029,6,319.169,314.381,312.809,100.0,26.597,0.0,0.0,0.0,0.0,234.607,1
20241030,6,315.751,309.965,308.416,98.772,26.64,0.337,0.0,0.0,0.0,231.312,1
20241031,6,286.506,277.836,276.446,97.679,24.443,1.549,0.0,0.0,0.0,207.335,1
20241101,6,322.864,316.322,314.74,98.353,27.356,0.534,0.0,0.0,0.0,236.055,1
20241102,6,347.666,340.933,339.228,97.333,29.766,0.443,0.0,0.0,0.0,254.421,1
20241103,6,305.03,297.247,295.761,96.416,26.364,1.068,0.0,0.0,0.0,221.82,1
20241104,6,315.41,307.102,305.567,97.508,26.956,1.151,0.0,0.0,0.0,229.175,1
20241105,6,256.01,250.235,248.983,97.895,21.793,0.768,0.0,0.103,0.0,186.738,1
20241106,6,330.684,322.588,320.975,98.3,28.034,0.963,0.0,0.0,0.0,240.731,1
20241107,6,311.372,294.981,293.506,94.529,27.449,3.821,0.0,0.0,0.0,220.13,1
20241108,6,272.25,263.86,262.541,95.824,23.676,1.606,0.0,0.0,0.0,196.906,1
20241109,6,306.929,302.325,300.813,96.558,26.489,0.0,0.0,0.0,0.0,225.61,1
20241110,6,261.584,251.541,250.283,96.929,22.489,2.375,0.0,0.0,0.0,187.712,1
20241111,6,353.387,348.086,346.346,98.48,29.903,0.0,0.0,0.0,0.0,259.759,1
20241112,6,292.672,282.182,280.771,96.997,25.144,2.116,0.0,0.0,0.0,210.578,1
20241113,6,329.633,320.984,319.379,98.72,27.826,1.141,0.0,0.0,0.0,239.534,1
20241114,6,321.243,315.711,314.132,96.395,27.771,0.225,0.0,0.0,0.0,235.599,1
20241115,6,331.933,319.534,317.937,98.297,28.14,2.269,0.0,0.0,0.0,238.453,1
20241116,6,305.582,294.745,293.271,96.6,26.361,2.077,0.0,0.0,0.0,219.953,1
20241117,6,301.687,297.161,295.675,95.791,26.245,0.0,0.0,0.0,0.0,221.757,1
20241118,6,316.073,311.332,309.776,100.0,26.339,0.0,0.0,0.0,0.0,232.332,1
20241119,6,277.642,258.525,257.232,98.694,23.443,5.468,0.532,0.0,0.0,192.924,1
20241120,6,300.431,290.454,289.001,98.084,25.525,1.849,0.0,0.0,0.0,216.751,1
20241121,6,286.208,281.915,280.505,97.174,24.544,0.0,0.0,0.0,0.0,210.379,1
20241122,6,311.253,306.585,305.052,100.0,25.938,0.0,0.265,0.0,0.0,228.789,1
20241123,6,288.251,277.727,276.339,97.164,24.722,2.184,0.0,0.0,0.0,207.254,1
20241124,6,321.236,305.798,304.269,99.344,26.946,3.356,0.0,0.343,0.0,228.202,1
20241125,6,317.351,310.502,308.95,97.106,27.234,0.668,0.0,0.0,0.0,231.712,1
20241126,6,291.828,284.582,283.159,99.479,24.446,0.998,0.0,0.0,0.0,212.369,1
20241127,6,316.715,310.019,308.469,95.91,27.518,0.624,0.0,0.0,0.0,231.352,1
20241128,6,386.899,381.096,379.19,98.145,32.851,0.0,0.0,0.0,0.0,284.393,1
20241129,6,343.416,338.264,336.573,100.0,28.618,0.0,0.0,0.0,0.0,252.43,1
20241130,6,298.62,294.14,292.67,97.79,25.447,0.0,0.0,0.0,0.0,219.502,1
20241201,6,262.745,252.574,251.311,98.215,22.293,2.407,0.0,0.0,0.0,188.483,1
20241202,6,344.926,334.892,333.217,97.511,29.478,1.431,0.0,0.0,0.0,249.913,1
20241203,6,381.532,375.809,373.93,99.207,32.049,0.0,0.0,0.0,0.0,280.448,1
20241204,6,342.579,335.699,334.021,96.254,29.659,0.516,0.0,0.0,0.0,250.516,1
20241205,6,421.895,398.786,396.792,98.236,35.789,4.038,0.0,0.0,0.0,297.594,1
20241206,6,337.675,328.653,327.01,96.651,29.115,1.19,0.0,0.0,0.0,245.258,1
20241207,6,345.113,336.154,334.473,100.0,28.759,1.113,0.0,0.0,0.0,250.855,1
20241208,6,314.666,305.391,303.864,99.108,26.458,1.469,0.0,0.0,0.0,227.898,1
20241209,6,315.181,305.003,303.478,95.471,27.511,1.756,0.0,0.0,0.0,227.608,1
20241210,6,335.989,330.95,329.295,100.0,27.999,0.0,0.0,0.0,0.0,246.971,1
20241211,6,290.353,280.151,278.75,98.426,24.583,2.044,0.555,0.0,0.0,209.063,1
20241212,6,365.663,359.208,357.412,98.904,30.809,0.269,0.0,0.0,0.0,268.059,1
20241213,6,313.796,307.663,306.124,95.936,27.257,0.461,0.0,0.0,0.0,229.593,1
20241214,6,309.233,302.769,301.255,96.362,26.742,0.599,0.0,0.0,0.0,225.941,1
20241215,6,331.188,324.043,322.423,94.862,29.094,0.667,0.0,0.0,0.0,241.817,1
20241216,6,319.862,311.733,310.175,98.804,26.978,1.057,0.0,0.0,0.0,232.631,1
20241217,6,334.504,318.37,316.778,100.0,27.875,3.374,0.0,0.0,0.0,237.584,1
20241218,6,349.432,333.266,331.6,96.489,30.179,3.174,0.0,0.0,0.0,248.7,1
20241219,6,356.051,350.71,348.957,99.35,29.865,0.0,0.0,0.0,0.0,261.717,1
20241220,6,340.468,332.748,331.084,99.555,28.499,0.779,0.632,0.194,0.0,248.313,1
20241221,6,338.546,333.468,331.8,97.819,28.841,0.0,0.0,0.0,0.0,248.85,1
20241222,6,315.088,304.551,303.028,96.307,27.264,1.872,0.0,0.0,0.0,227.271,1
20241223,6,290.258,280.252,278.851,97.353,24.846,1.977,0.0,0.0,0.0,209.138,1
20241224,6,368.976,360.099,358.298,98.209,31.309,0.92,0.0,0.0,0.0,268.724,1
20241225,6,367.79,359.205,357.409,98.86,31.003,0.847,0.0,0.0,0.0,268.057,1
20241226,6,268.647,264.617,263.294,98.16,22.807,0.0,0.0,0.0,0.0,197.471,1
20241227,6,308.094,303.472,301.955,96.85,26.51,0.0,0.0,0.0,0.0,226.466,1
20241228,6,345.536,335.407,333.73,97.175,29.632,1.453,0.0,0.0,0.0,250.298,1
20241229,6,415.919,408.958,406.913,97.141,35.68,0.176,0.0,0.0,0.0,305.185,1
20241230,6,348.662,343.432,341.715,97.005,29.952,0.0,0.0,0.0,0.0,256.286,1
20241231,6,362.262,345.836,344.107,95.636,31.566,3.08,0.0,0.0,0.0,258.08,1
20250101,6,302.361,290.02,288.57,97.722,25.784,2.621,0.0,0.0,0.0,216.427,1
20250102,6,327.015,316.304,314.723,99.018,27.522,1.802,0.0,0.0,0.0,236.042,1
20250103,6,338.564,329.034,327.389,96.788,29.15,1.335,0.0,0.0,0.0,245.542,1
20250104,6,335.335,318.434,316.842,98.397,28.4,3.594,0.0,0.0,0.0,237.632,1
20250105,6,373.1,367.503,365.666,98.424,31.589,0.0,0.0,0.0,0.0,274.249,1
20250106,6,338.415,331.127,329.471,93.827,30.056,0.663,0.0,0.0,0.0,247.104,1
20250107,6,419.98,399.178,397.182,100.0,34.998,3.506,0.0,0.0,0.0,297.887,1
20250108,6,352.206,345.253,343.526,96.087,30.546,0.481,0.0,0.0,0.0,257.645,1
20250109,6,343.055,337.909,336.219,97.975,29.179,0.0,0.0,0.0,0.0,252.164,1
20250110,6,360.892,355.478,353.701,96.138,31.282,0.0,0.0,0.0,0.0,265.276,1
20250111,6,295.695,291.259,289.803,97.066,25.386,0.0,0.0,0.0,0.0,217.352,1
20250112,6,327.38,318.912,317.317,96.374,28.308,1.103,0.0,0.0,0.0,237.988,1
20250113,6,319.823,310.839,309.284,100.0,26.652,1.329,0.0,0.0,0.0,231.963,1
20250114,6,324.621,319.596,317.998,96.354,28.075,0.049,0.0,0.0,0.0,238.499,1
20250115,6,403.634,389.287,387.341,100.0,33.636,2.086,0.0,0.0,0.0,290.506,1
20250116,6,301.327,294.508,293.036,96.676,25.974,0.774,0.0,0.0,0.0,219.777,1
20250117,6,289.51,281.317,279.91,96.447,25.015,1.35,0.0,0.0,0.0,209.933,1
20250118,6,265.5,257.895,256.605,98.922,22.366,1.385,0.0,0.0,0.0,192.454,1
20250119,6,309.69,298.225,296.734,94.983,27.171,2.236,0.0,0.0,0.0,222.55,1
20250120,6,399.374,385.181,383.255,97.836,34.017,2.085,0.0,0.0,0.0,287.441,1
20250121,6,313.003,303.389,301.873,96.744,26.961,1.595,0.0,0.0,0.0,226.404,1
20250122,6,316.084,304.421,302.898,94.519,27.868,2.223,0.0,0.0,0.0,227.174,1
20250123,6,353.729,344.486,342.764,99.671,29.575,1.13,0.0,0.0,0.0,257.073,1
20250124,6,327.021,318.217,316.626,98.232,27.742,1.21,0.0,0.0,0.0,237.469,1
20250125,6,346.188,332.38,330.718,95.99,30.054,2.527,0.0,0.0,0.0,248.038,1
20250126,6,362.534,353.943,352.173,99.944,30.228,0.883,0.0,0.0,0.0,264.13,1
20250127,6,366.159,360.666,358.863,97.227,31.384,0.0,0.0,0.0,0.0,269.147,1
20250128,6,304.357,295.659,294.18,95.616,26.526,1.379,0.0,0.0,0.0,220.635,1
20250129,6,351.875,337.16,335.474,98.036,29.91,2.723,0.0,0.0,0.0,251.606,1
20250130,6,364.298,345.486,343.758,96.831,31.352,3.72,0.092,0.0,0.0,257.819,1
20250131,6,285.654,271.385,270.028,94.453,25.202,3.548,0.0,0.0,0.0,202.521,1
20250201,6,366.978,353.314,351.547,99.594,30.706,2.257,0.0,0.0,0.0,263.66,1
20250202,6,291.389,278.176,276.785,97.487,24.908,3.081,0.15,0.0,0.0,207.589,1
20250203,6,312.505,307.817,306.278,98.699,26.385,0.0,0.0,0.0,0.0,229.709,1
20250204,6,278.97,270.061,268.711,98.228,23.667,1.719,0.0,0.0,0.0,201.533,1
20250205,6,323.948,313.46,311.893,96.429,27.995,1.764,0.0,0.0,0.0,233.919,1
20250206,6,316.11,307.377,305.84,95.717,27.521,1.282,0.494,0.0,0.0,229.38,1
20250207,6,317.384,304.441,302.919,96.166,27.503,2.617,0.0,0.0,0.0,227.189,1
20250208,6,348.047,341.734,340.026,97.624,29.71,0.319,0.0,0.0,0.0,255.019,1
20250209,6,318.71,309.53,307.982,96.789,27.44,1.401,0.0,0.0,0.0,230.987,1
20250210,6,383.894,373.672,371.804,99.36,32.197,1.18,0.0,0.0,0.0,278.853,1
20250211,6,350.042,336.314,334.633,97.164,30.022,2.459,0.0,0.0,0.0,250.974,1
20250212,6,280.998,272.408,271.046,96.859,24.176,1.581,0.0,0.0,0.0,203.285,1
20250213,6,339.568,330.739,329.085,97.03,29.163,1.117,0.0,0.0,0.0,246.814,1
20250214,6,335.549,319.427,317.83,96.821,28.88,3.355,0.0,0.0,0.0,238.372,1
20250215,6,359.922,351.708,349.95,95.702,31.341,0.794,0.0,0.0,0.0,262.462,1
20250216,6,344.647,325.542,323.915,96.961,29.621,4.105,0.0,0.0,0.0,242.936,1
20250217,6,340.705,330.037,328.386,95.476,29.737,1.656,0.0,0.0,0.0,246.29,1
20250218,6,342.429,327.665,326.027,95.716,29.813,2.855,0.0,0.0,0.0,244.52,1
20250219,6,348.746,334.513,332.841,100.0,29.062,2.621,0.0,0.0,0.0,249.631,1
20250220,6,375.784,370.147,368.296,97.38,32.158,0.0,0.0,0.0,0.0,276.222,1
20250221,6,338.818,329.905,328.256,98.581,28.641,1.148,0.0,0.0,0.0,246.192,1
20250222,6,267.063,255.614,254.336,99.994,22.257,2.83,0.0,0.0,0.0,190.752,1
20250223,6,358.073,348.812,347.068,97.91,30.477,1.103,0.0,0.0,0.0,260.301,1
20250224,6,362.341,352.186,350.425,96.484,31.295,1.322,0.0,0.0,0.0,262.819,1
20250225,6,337.21,332.151,330.491,95.433,29.446,0.0,0.0,0.0,0.0,247.868,1
20250226,6,293.045,284.111,282.691,94.225,25.917,1.572,0.0,0.0,0.0,212.018,1
20250227,6,321.539,315.761,314.182,94.41,28.381,0.302,0.0,0.0,0.0,235.636,1
20250228,6,314.079,305.688,304.16,97.869,26.743,1.189,0.0,0.0,0.0,228.12,1
20250301,6,338.907,329.772,328.124,96.114,29.384,1.213,0.0,0.0,0.0,246.093,1
20250302,6,342.367,332.184,330.523,97.642,29.22,1.497,0.0,0.0,0.0,247.892,1
20250303,6,317.847,311.803,310.244,96.011,27.588,0.408,0.0,0.0,0.0,232.683,1
20250304,6,292.2,285.913,284.484,96.354,25.271,0.661,0.0,0.0,0.0,213.363,1
20250305,6,285.808,273.284,271.918,95.81,24.859,2.926,0.0,0.0,0.0,203.938,1
20250306,6,271.221,262.153,260.842,95.192,23.743,1.872,0.0,0.071,0.0,195.631,1
20250307,6,320.797,314.849,313.274,97.43,27.438,0.359,0.0,0.0,0.0,234.956,1
20250308,6,282.856,275.849,274.469,97.904,24.076,0.992,0.0,0.0,0.0,205.852,1
20250309,6,315.868,302.75,301.237,98.098,26.833,2.693,0.0,0.0,0.0,225.927,1
20250310,6,311.005,298.11,296.62,99.629,26.014,2.686,0.0,0.0,0.0,222.465,1
20250311,6,310.392,296.451,294.969,97.847,26.435,3.037,0.0,0.0,0.0,221.227,1
20250312,6,351.284,340.958,339.253,99.084,29.544,1.461,0.0,0.0,0.0,254.44,1
20250313,6,333.424,321.779,320.17,96.721,28.727,2.023,0.0,0.0,0.0,240.127,1
20250314,6,341.842,333.736,332.067,96.838,29.417,0.885,0.0,0.0,0.0,249.05,1
20250315,6,287.376,276.859,275.474,96.13,24.912,2.193,0.0,0.0,0.0,206.606,1
20250316,6,328.882,320.879,319.275,95.236,28.778,0.948,0.0,0.0,0.0,239.456,1
20250317,6,303.226,297.142,295.656,97.169,26.005,0.514,0.0,0.0,0.0,221.742,1
20250318,6,348.708,341.037,339.332,97.538,29.793,0.71,0.0,0.0,0.0,254.499,1
20250319,6,290.778,282.779,281.365,98.648,24.564,1.27,0.0,0.0,0.0,211.024,1
20250320,6,294.988,281.58,280.172,96.621,25.442,3.091,0.0,0.0,0.0,210.129,1
20250321,6,334.305,323.24,321.624,96.558,28.852,1.837,0.0,0.0,0.0,241.218,1
20250322,6,278.094,270.12,268.769,95.075,24.375,1.388,0.0,0.0,0.0,201.577,1
20250323,6,311.899,304.827,303.303,98.432,26.406,0.779,0.0,0.0,0.0,227.477,1
20250324,6,288.237,283.913,282.494,97.258,24.697,0.0,0.0,0.0,0.0,211.87,1
20250325,6,281.921,275.314,273.938,97.732,24.039,0.856,0.0,0.0,0.0,205.453,1
20250326,6,329.484,322.203,320.592,98.565,27.857,0.721,0.0,0.0,0.0,240.444,1
20250327,6,263.395,257.625,256.336,95.803,22.911,0.701,0.0,0.0,0.0,192.252,1
20250328,6,318.018,313.248,311.681,97.199,27.265,0.0,0.0,0.301,0.0,233.761,1
20250329,6,304.181,299.619,298.121,97.417,26.021,0.0,0.0,0.0,0.0,223.59,1
20250330,6,294.229,288.326,286.884,95.453,25.687,0.514,0.0,0.0,0.0,215.163,1
20250331,6,325.496,311.728,310.17,95.952,28.269,2.771,0.0,0.0,0.0,232.627,1
20250401,6,341.72,334.638,332.965,94.99,29.979,0.581,0.0,0.0,0.0,249.724,1
20250402,6,293.035,284.508,283.086,97.324,25.091,1.431,0.0,0.0,0.0,212.314,1
20250403,6,259.133,253.937,252.667,96.882,22.289,0.513,0.0,0.0,0.0,189.501,1
20250404,6,319.924,315.125,313.55,97.411,27.369,0.0,0.173,0.0,0.0,235.162,1
20250405,6,283.576,276.776,275.392,97.918,24.134,0.912,0.0,0.0,0.0,206.544,1
20250406,6,284.572,277.108,275.722,98.669,24.034,1.14,0.0,0.0,0.0,206.792,1
