MonthDateKey,PlantKey,CurrencyCode,EnergySoldMWh,AverageTariffPerKWhLocal,RevenueLocalCurrency,FXRateToZAR,RevenueZAR,SettlementCollectionPct,IsSynthetic
20241201,14,USD,8046.629,0.088198,709696.57,18.154595,12884253.73,96.429,1
20250101,14,USD,7967.326,0.082971,661053.47,18.546035,12259920.75,98.015,1
20250201,14,USD,7139.102,0.083379,595252.51,18.738172,11153943.83,99.198,1
20250301,14,USD,7544.261,0.086079,649406.02,18.949235,12305747.27,98.67,1
20250401,14,USD,6883.954,0.085636,589512.97,18.710328,11029981.04,98.339,1
20250501,14,USD,6426.481,0.085674,550584.23,18.9123,10412814.17,100.0,1
20250601,14,USD,5478.991,0.080942,443482.37,18.819065,8345923.57,98.521,1
20250701,14,USD,5499.021,0.08579,471761.56,18.395892,8678474.62,98.381,1
20250801,14,USD,5912.074,0.085532,505670.64,18.228535,9217635.01,99.939,1
20250901,14,USD,6004.92,0.084122,505148.37,18.339733,9264286.25,100.0,1
20251001,14,USD,6781.147,0.082476,559280.39,17.883021,10001622.92,99.245,1
20251101,14,USD,7303.263,0.084977,620609.12,18.173604,11278704.35,98.812,1
20251201,14,USD,8153.419,0.086294,703594.25,18.205298,12809143.01,97.758,1
20240101,15,USD,83733.607,0.117535,9841659.31,18.608883,183142286.57,100.0,1
20240201,15,USD,79966.023,0.114333,9142761.27,18.805865,171937534.24,97.879,1
20240301,15,USD,84957.504,0.11791,10017366.24,19.106789,191399702.99,99.679,1
20240401,15,USD,83172.452,0.111399,9265332.19,19.154659,177474278.56,99.163,1
20240501,15,USD,85920.876,0.116783,10034134.32,19.321736,193876894.28,98.434,1
20240601,15,USD,83000.634,0.118451,9831529.73,18.739202,184235021.64,96.575,1
20240701,15,USD,86278.904,0.110054,9495378.08,18.437371,175069808.51,99.778,1
20240801,15,USD,84727.27,0.11313,9585210.29,18.384912,176223247.68,98.458,1
20240901,15,USD,81715.16,0.112394,9184302.64,17.816405,163631255.48,99.523,1
20241001,15,USD,86097.854,0.115784,9968738.99,17.976607,179204103.15,98.341,1
20241101,15,USD,83008.861,0.11216,9310297.05,18.009664,167675321.58,98.308,1
20241201,15,USD,83386.169,0.115767,9653408.07,18.154595,175253713.85,97.862,1
20250101,15,USD,84576.425,0.113855,9629486.61,18.546035,178588795.73,98.512,1
20250201,15,USD,77252.511,0.11655,9003757.67,18.738172,168713959.96,99.009,1
20250301,15,USD,84437.747,0.117705,9938743.24,18.949235,188331581.24,98.392,1
20250401,15,USD,81138.69,0.11733,9519978.23,18.710328,178121915.31,97.101,1
20250501,15,USD,84206.254,0.115916,9760848.11,18.9123,184600087.78,98.914,1
20250601,15,USD,80782.574,0.120422,9728033.24,18.819065,183072489.93,97.696,1
20250701,15,USD,85021.5,0.112238,9542612.24,18.395892,175544864.09,97.576,1
20250801,15,USD,84651.416,0.113546,9611839.82,18.228535,175209758.58,98.992,1
20250901,15,USD,83033.756,0.112101,9308145.43,18.339733,170708901.94,98.915,1
20251001,15,USD,85068.637,0.115079,9789592.94,17.883021,175067496.19,99.597,1
20251101,15,USD,83914.435,0.116424,9769678.02,18.173604,177550259.48,99.494,1
20251201,15,USD,84761.427,0.11613,9843314.73,18.205298,179200477.98,99.901,1
20240101,16,ZAR,6163.442,1.525621,9403077.58,1.0,9403077.58,96.753,1
20240201,16,ZAR,5899.27,1.571853,9272783.61,1.0,9272783.61,98.601,1
20240301,16,ZAR,5715.871,1.540294,8804123.28,1.0,8804123.28,99.172,1
20240401,16,ZAR,5098.11,1.531478,7807641.84,1.0,7807641.84,98.178,1
20240501,16,ZAR,4591.654,1.571935,7217780.41,1.0,7217780.41,99.186,1
20240601,16,ZAR,4267.436,1.556647,6642893.5,1.0,6642893.5,99.959,1
20240701,16,ZAR,4229.293,1.625342,6874047.84,1.0,6874047.84,100.0,1
20240801,16,ZAR,4292.638,1.629356,6994236.8,1.0,6994236.8,99.779,1
20240901,16,ZAR,4574.647,1.591848,7282140.5,1.0,7282140.5,97.601,1
20241001,16,ZAR,5203.165,1.554758,8089664.55,1.0,8089664.55,99.639,1
20241101,16,ZAR,5567.372,1.51649,8442864.36,1.0,8442864.36,100.0,1
20241201,16,ZAR,6108.268,1.553435,9488796.2,1.0,9488796.2,97.859,1
20250101,16,ZAR,6234.913,1.596901,9956541.52,1.0,9956541.52,98.837,1
20250201,16,ZAR,5577.728,1.559306,8697384.09,1.0,8697384.09,97.407,1
20250301,16,ZAR,5828.721,1.525284,8890457.0,1.0,8890457.0,95.904,1
20250401,16,ZAR,4836.758,1.618516,7828371.84,1.0,7828371.84,98.24,1
20250501,16,ZAR,4849.296,1.544548,7489972.18,1.0,7489972.18,99.402,1
20250601,16,ZAR,4095.898,1.547992,6340416.32,1.0,6340416.32,97.588,1
20250701,16,ZAR,4214.88,1.609915,6785600.63,1.0,6785600.63,99.39,1
20250801,16,ZAR,4349.515,1.57826,6864666.59,1.0,6864666.59,97.835,1
20250901,16,ZAR,4617.454,1.579846,7294867.96,1.0,7294867.96,99.197,1
20251001,16,ZAR,5109.264,1.580616,8075784.03,1.0,8075784.03,99.957,1
20251101,16,ZAR,5317.571,1.541009,8194422.17,1.0,8194422.17,98.19,1
20251201,16,ZAR,6107.255,1.590016,9710630.51,1.0,9710630.51,97.813,1
20240101,17,USD,3347.631,0.08662,289971.19,18.608883,5396040.03,100.0,1
20240201,17,USD,3260.83,0.085101,277499.44,18.805865,5218616.93,98.959,1
20240301,17,USD,3800.235,0.084645,321671.43,19.106789,6146108.09,98.149,1
20240401,17,USD,4020.24,0.087182,350491.21,19.154659,6713539.7,97.497,1
20240501,17,USD,4560.116,0.086405,394018.96,19.321736,7613130.38,97.909,1
20240601,17,USD,4592.316,0.083563,383745.87,18.739202,7191091.33,99.71,1
20240701,17,USD,5249.999,0.086184,452465.32,18.437371,8342270.98,97.716,1
20240801,17,USD,4894.532,0.084714,414634.95,18.384912,7623027.12,98.351,1
20240901,17,USD,4458.415,0.0854,380747.13,17.816405,6783545.09,97.913,1
20241001,17,USD,4213.517,0.087952,370587.86,17.976607,6661912.38,97.17,1
20241101,17,USD,3631.711,0.082423,299335.75,18.009664,5390936.2,98.36,1
20241201,17,USD,3543.889,0.081621,289256.76,18.154595,5251339.29,97.568,1
20250101,17,USD,3336.591,0.083924,280020.35,18.546035,5193267.25,98.518,1
20250201,17,USD,3156.742,0.084665,267264.0,18.738172,5008038.79,98.783,1
20250301,17,USD,3832.845,0.083674,320709.07,18.949235,6077191.46,98.046,1
20250401,17,USD,3966.431,0.085984,341049.05,18.710328,6381139.58,95.777,1
20250501,17,USD,4557.639,0.085715,390659.07,18.9123,7388261.54,95.926,1
20250601,17,USD,4822.009,0.085018,409957.65,18.819065,7715019.6,99.124,1
20250701,17,USD,5173.239,0.085523,442431.55,18.395892,8138922.92,97.756,1
20250801,17,USD,4882.663,0.085437,417158.93,18.228535,7604196.09,97.369,1
20250901,17,USD,4389.898,0.087349,383455.15,18.339733,7032465.04,99.498,1
20251001,17,USD,4327.626,0.083387,360866.3,17.883021,6453379.7,100.0,1
20251101,17,USD,3698.628,0.085331,315607.05,18.173604,5735717.5,97.144,1
20251201,17,USD,3445.992,0.086985,299749.22,18.205298,5457023.91,100.0,1
