DateKey,PlantKey,EnergyChargedMWh,EnergyDischargedMWh,RoundTripEfficiencyPct,MinimumStateOfChargePct,MaximumStateOfChargePct,IsSynthetic
20250509,5,3.105,2.569,82.72,20.06,89.45,1
20250510,5,6.209,5.468,88.076,18.48,85.49,1
20250511,5,5.527,4.917,88.962,8.64,93.98,1
20250512,5,2.889,2.531,87.598,14.05,96.53,1
20250513,5,4.746,4.2,88.499,14.32,87.83,1
20250514,5,4.47,3.884,86.903,15.9,95.28,1
20250515,5,5.564,4.836,86.915,22.0,92.1,1
20250516,5,4.371,3.791,86.722,22.47,91.72,1
20250517,5,4.898,3.995,81.566,14.43,89.11,1
20250518,5,5.2,4.277,82.251,21.18,93.12,1
20250519,5,5.263,4.618,87.746,16.71,85.54,1
20250520,5,6.269,5.404,86.212,22.06,100.0,1
20250521,5,4.328,3.838,88.677,15.11,93.5,1
20250522,5,4.003,3.763,93.984,16.11,97.97,1
20250523,5,3.565,2.967,83.221,23.12,100.0,1
20250524,5,5.996,5.178,86.37,13.39,89.56,1
20250525,5,0.708,0.604,85.376,19.24,93.28,1
20250526,5,3.761,3.383,89.964,21.84,89.3,1
20250527,5,5.406,4.89,90.457,13.92,92.3,1
20250528,5,3.069,2.501,81.494,9.57,95.03,1
20250529,5,4.338,3.846,88.654,17.38,87.72,1
20250530,5,4.883,4.257,87.18,15.78,93.84,1
20250531,5,4.167,3.556,85.334,18.03,91.46,1
20250601,5,3.391,3.028,89.287,23.41,82.14,1
20250602,5,2.799,2.551,91.121,23.06,94.48,1
20250603,5,3.149,2.752,87.389,20.14,93.18,1
20250604,5,5.508,4.955,89.954,20.46,93.9,1
20250605,5,5.321,4.685,88.06,17.62,96.58,1
20250606,5,2.47,2.266,91.736,17.26,93.87,1
20250607,5,4.637,4.29,92.521,25.6,92.4,1
20250608,5,5.066,4.403,86.911,18.46,86.76,1
20250609,5,6.077,5.244,86.295,25.68,93.47,1
20250610,5,2.373,2.116,89.193,19.78,94.22,1
20250611,5,2.455,2.105,85.722,11.41,83.66,1
20250612,5,5.512,4.796,87.01,21.82,95.28,1
20250613,5,3.152,2.789,88.508,19.37,85.65,1
20250614,5,5.008,4.373,87.318,10.56,85.27,1
20250615,5,7.551,6.786,89.864,22.8,90.88,1
20250616,5,6.266,5.742,91.632,16.33,91.23,1
20250617,5,5.455,4.762,87.294,18.56,96.79,1
20250618,5,5.452,4.968,91.119,18.73,86.8,1
20250619,5,5.878,5.03,85.58,24.01,89.81,1
20250620,5,6.333,4.904,77.435,6.38,96.79,1
20250621,5,4.424,3.709,83.843,18.52,89.81,1
20250622,5,5.137,4.741,92.288,23.78,86.62,1
20250623,5,4.167,3.635,87.231,22.21,98.8,1
20250624,5,2.481,2.178,87.765,15.83,89.01,1
20250625,5,4.342,3.882,89.39,16.89,86.98,1
20250626,5,4.026,3.59,89.152,22.69,91.79,1
20250627,5,4.81,4.32,89.81,12.25,92.93,1
20250628,5,4.05,3.483,85.994,22.26,95.04,1
20250629,5,4.402,3.893,88.436,16.05,85.68,1
20250630,5,1.498,1.354,90.427,15.33,100.0,1
20250701,5,4.775,4.261,89.252,17.34,87.45,1
20250702,5,5.061,4.48,88.507,16.52,92.24,1
20250703,5,3.521,3.17,90.028,7.97,99.04,1
20250704,5,1.916,1.616,84.356,16.69,90.24,1
20250705,5,4.653,4.104,88.217,24.36,91.45,1
20250706,5,3.389,3.075,90.722,10.65,99.94,1
20250707,5,2.16,1.913,88.557,18.18,94.59,1
20250708,5,1.949,1.617,82.94,20.08,89.97,1
20250709,5,4.075,3.612,88.64,22.66,92.74,1
20250710,5,3.107,2.742,88.264,14.05,97.75,1
20250711,5,3.748,3.308,88.259,12.18,87.77,1
20250712,5,4.083,3.564,87.268,13.52,95.01,1
20250713,5,4.537,4.16,91.703,17.45,96.7,1
20250714,5,4.727,4.031,85.284,25.65,93.16,1
20250715,5,6.059,5.328,87.933,14.32,93.38,1
20250716,5,3.384,2.941,86.907,21.61,93.08,1
20250717,5,4.405,3.934,89.32,18.85,81.79,1
20250718,5,3.756,3.164,84.247,25.24,93.82,1
20250719,5,4.484,4.064,90.639,28.26,90.33,1
20250720,5,2.609,2.288,87.697,17.85,95.01,1
20250721,5,6.152,5.031,81.781,16.75,91.56,1
20250722,5,4.368,3.636,83.251,16.31,90.83,1
20250723,5,4.792,4.375,91.295,20.09,92.45,1
20250724,5,6.009,5.502,91.568,21.99,82.46,1
20250725,5,5.449,4.753,87.213,12.35,90.17,1
20250726,5,2.171,1.965,90.549,17.5,95.06,1
20250727,5,5.352,4.874,91.071,19.25,84.82,1
20250728,5,4.209,3.758,89.297,21.85,92.75,1
20250729,5,2.601,2.391,91.942,17.33,89.91,1
20250730,5,2.389,2.094,87.689,17.6,91.93,1
20250731,5,3.617,3.051,84.341,9.31,94.57,1
20250801,5,5.466,5.087,93.084,12.58,100.0,1
20250802,5,5.209,4.496,86.312,19.97,96.9,1
20250803,5,4.149,3.538,85.269,14.63,90.52,1
20250804,5,4.471,3.938,88.082,14.78,89.78,1
20250805,5,5.253,4.733,90.101,17.73,88.75,1
20250806,5,3.463,3.318,95.824,19.27,88.24,1
20250807,5,5.034,4.33,86.004,16.6,88.56,1
20250808,5,3.462,3.066,88.565,18.73,88.6,1
20250809,5,2.023,1.731,85.579,23.0,90.32,1
20250810,5,2.283,2.078,91.046,9.07,94.64,1
20250811,5,5.146,4.385,85.21,21.15,94.28,1
20250812,5,5.452,4.704,86.286,25.7,94.73,1
20250813,5,4.15,3.632,87.507,5.0,94.84,1
20250814,5,3.322,3.024,91.021,16.92,92.62,1
20250815,5,3.37,2.968,88.08,9.27,89.88,1
20250816,5,6.063,5.209,85.915,9.08,90.91,1
20250817,5,3.858,3.511,91.018,18.13,95.72,1
20250818,5,3.75,3.303,88.077,10.52,94.02,1
20250819,5,4.801,4.335,90.299,17.9,91.76,1
20250820,5,3.628,3.225,88.892,25.03,98.43,1
20250821,5,3.809,3.309,86.876,20.97,97.46,1
20250822,5,5.19,4.286,82.575,16.6,95.66,1
20250823,5,4.78,4.105,85.884,13.13,98.6,1
20250824,5,6.843,6.028,88.086,13.58,91.33,1
20250825,5,3.873,3.384,87.39,20.7,92.54,1
20250826,5,4.25,3.808,89.616,23.29,96.73,1
20250827,5,5.252,4.701,89.501,19.04,87.76,1
20250828,5,3.198,2.912,91.051,23.65,93.15,1
20250829,5,5.91,5.279,89.323,6.79,89.29,1
20250830,5,5.151,4.507,87.496,21.49,95.2,1
20250831,5,5.218,4.631,88.741,24.32,85.37,1
20250901,5,2.992,2.575,86.058,18.09,90.68,1
20250902,5,4.117,3.554,86.333,11.34,95.21,1
20250903,5,4.003,3.271,81.71,10.18,87.88,1
20250904,5,5.381,4.765,88.56,5.0,88.76,1
20250905,5,2.669,2.261,84.703,21.79,90.56,1
20250906,5,2.774,2.328,83.948,18.01,85.3,1
20250907,5,1.897,1.569,82.704,25.62,93.89,1
20250908,5,4.576,3.984,87.058,15.39,100.0,1
20250909,5,3.878,3.35,86.391,20.69,98.0,1
20250910,5,5.134,4.568,88.98,16.38,90.17,1
20250911,5,3.343,2.902,86.812,17.02,93.13,1
20250912,5,5.471,4.858,88.788,13.66,92.76,1
20250913,5,3.028,2.563,84.621,9.36,96.35,1
20250914,5,4.728,4.188,88.571,17.82,89.26,1
20250915,5,4.705,3.978,84.535,17.33,88.84,1
20250916,5,4.376,3.664,83.734,18.21,92.01,1
20250917,5,5.599,4.909,87.684,21.42,90.05,1
20250918,5,5.736,4.795,83.594,7.0,89.56,1
20250919,5,3.242,2.989,92.191,19.88,87.35,1
20250920,5,4.884,4.199,85.976,24.51,89.82,1
20250921,5,5.523,5.216,94.438,20.21,81.42,1
20250922,5,1.529,1.339,87.601,11.79,90.73,1
20250923,5,3.658,3.176,86.81,11.78,93.36,1
20250924,5,3.498,3.122,89.265,30.66,94.48,1
20250925,5,4.583,4.107,89.603,24.52,90.71,1
20250926,5,3.262,2.854,87.501,19.95,92.61,1
20250927,5,5.504,4.794,87.091,10.43,95.17,1
20250928,5,4.683,3.842,82.038,30.0,90.7,1
20250929,5,4.7,4.054,86.269,17.26,93.66,1
20250930,5,3.03,2.49,82.166,16.53,91.55,1
20251001,5,4.075,3.677,90.232,21.22,97.17,1
20251002,5,4.001,3.528,88.163,22.06,96.13,1
20251003,5,5.111,4.413,86.346,24.73,96.15,1
20251004,5,5.484,5.31,96.83,23.74,95.0,1
20251005,5,5.269,4.616,87.611,14.15,87.3,1
20251006,5,3.589,3.028,84.373,18.02,90.85,1
20251007,5,5.93,5.004,84.384,19.34,95.57,1
20251008,5,4.952,4.343,87.711,14.07,100.0,1
20251009,5,3.83,3.384,88.353,19.12,93.58,1
20251010,5,4.44,3.977,89.579,17.81,94.41,1
20251011,5,6.704,5.988,89.325,24.22,90.9,1
20251012,5,2.065,1.747,84.624,12.11,91.18,1
20251013,5,5.464,4.934,90.308,15.11,98.52,1
20251014,5,5.181,4.758,91.839,22.93,92.65,1
20251015,5,4.38,4.027,91.944,10.24,88.96,1
20251016,5,4.045,3.549,87.736,20.26,93.75,1
20251017,5,3.649,3.102,85.004,17.31,98.51,1
20251018,5,3.929,3.495,88.957,14.43,88.12,1
20251019,5,5.45,4.63,84.957,16.22,86.68,1
20251020,5,4.811,4.432,92.124,20.58,93.36,1
20251021,5,3.273,2.898,88.56,22.58,87.52,1
20251022,5,4.636,4.073,87.845,15.55,94.02,1
20251023,5,3.918,3.336,85.147,16.86,99.12,1
20251024,5,4.121,3.712,90.081,6.39,92.05,1
20251025,5,6.927,5.996,86.561,17.19,88.64,1
20251026,5,3.881,3.357,86.509,8.7,92.47,1
20251027,5,5.382,4.89,90.862,20.28,85.24,1
20251028,5,3.473,3.01,86.687,22.33,93.41,1
20251029,5,4.897,4.106,83.832,20.45,92.26,1
20251030,5,3.573,3.053,85.463,20.87,91.71,1
20251031,5,3.82,3.389,88.721,19.35,86.96,1
20251101,5,2.314,2.058,88.929,17.17,95.53,1
20251102,5,5.169,4.587,88.736,12.09,86.49,1
20251103,5,4.066,3.56,87.554,11.9,88.87,1
20251104,5,1.072,0.998,93.021,13.78,98.82,1
20251105,5,2.771,2.56,92.365,23.14,83.52,1
20251106,5,5.264,4.577,86.951,14.7,97.57,1
20251107,5,5.509,4.806,87.251,28.21,87.13,1
20251108,5,3.65,3.165,86.712,24.2,95.25,1
20251109,5,2.918,2.694,92.323,17.56,91.97,1
20251110,5,4.299,3.781,87.95,20.03,85.76,1
20251111,5,4.745,4.123,86.898,16.97,92.82,1
20251112,5,4.411,3.937,89.253,14.11,91.1,1
20251113,5,5.411,4.587,84.775,16.28,96.21,1
20251114,5,5.551,5.124,92.314,22.36,91.76,1
20251115,5,5.256,4.654,88.548,16.6,94.41,1
20251116,5,6.47,5.71,88.253,15.83,89.08,1
20251117,5,5.565,4.744,85.239,24.53,99.57,1
20251118,5,3.023,2.73,90.32,13.83,88.13,1
20251119,5,3.937,3.377,85.773,19.27,94.9,1
20251120,5,5.007,4.407,88.009,15.4,89.89,1
20251121,5,5.827,5.067,86.954,14.82,97.58,1
20251122,5,4.555,4.051,88.928,22.85,96.73,1
20251123,5,4.869,4.296,88.224,17.04,88.37,1
20251124,5,7.215,6.142,85.125,11.09,89.75,1
20251125,5,3.603,3.043,84.451,19.61,87.1,1
20251126,5,5.377,4.788,89.058,9.58,87.91,1
20251127,5,2.046,1.726,84.343,15.71,87.9,1
20251128,5,4.815,4.181,86.84,29.53,98.34,1
20251129,5,4.372,3.597,82.258,16.67,89.85,1
20251130,5,5.323,4.471,83.992,19.31,85.51,1
20251201,5,3.844,3.318,86.312,15.98,88.48,1
20251202,5,4.739,3.829,80.791,21.44,92.07,1
20251203,5,5.037,4.751,94.322,17.54,90.25,1
20251204,5,6.028,5.315,88.162,22.08,98.02,1
20251205,5,4.673,4.11,87.966,17.83,91.06,1
20251206,5,3.485,3.138,90.032,8.94,99.66,1
20251207,5,5.915,5.248,88.726,15.06,96.18,1
20251208,5,4.282,3.931,91.797,22.12,91.8,1
20251209,5,3.794,3.316,87.405,20.02,94.04,1
20251210,5,5.492,4.777,86.977,22.85,92.0,1
20251211,5,6.231,5.327,85.483,14.16,96.75,1
20251212,5,4.749,4.22,88.847,17.11,90.05,1
20251213,5,2.377,2.143,90.174,17.79,90.89,1
20251214,5,3.813,3.439,90.184,12.25,92.74,1
20251215,5,4.365,3.706,84.895,21.41,92.08,1
20251216,5,4.731,4.225,89.303,13.91,96.23,1
20251217,5,3.974,3.282,82.601,14.93,90.48,1
20251218,5,5.285,4.724,89.384,15.49,98.0,1
20251219,5,4.976,4.489,90.221,20.18,100.0,1
20251220,5,4.442,3.926,88.377,24.87,93.86,1
20251221,5,3.989,3.426,85.867,12.37,100.0,1
20251222,5,5.527,4.933,89.249,11.86,93.29,1
20251223,5,7.751,6.862,88.529,11.35,89.94,1
20251224,5,2.087,1.881,90.112,16.66,88.65,1
20251225,5,3.777,3.385,89.613,21.76,93.56,1
20251226,5,5.448,4.677,85.852,17.26,86.61,1
20251227,5,5.121,4.523,88.325,18.29,84.52,1
20251228,5,3.299,2.906,88.066,5.53,95.86,1
20251229,5,6.309,5.354,84.862,22.21,95.98,1
20251230,5,4.139,3.698,89.363,9.37,89.19,1
20251231,5,5.865,5.041,85.95,22.42,99.2,1
